age,cefr,filename,gender,lang,num_tokens,testlevel,title,topic
33,B1,s0305,kvinne,engelsk,364,Språkprøven,Bomiljø,bolig 
29,B1/B2,h0306,kvinne,russisk,458,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
22,B2,s0964,kvinne,tysk,363,Språkprøven,Fjernsynsprogram for barn,barn tv 
28,B2/C1,h0049,kvinne,spansk,466,Høyere nivå,Det norske monarkiet,norge styreform 
40,N/A,s0203,mann,albansk,113,Språkprøven,Nyheter,media 
20,A2/B1,s0101,mann,somali,321,Språkprøven,Folk reiser så mye i våre dager,reise folk 
50,N/A,s0406,mann,nederlandsk,240,Språkprøven,Konkurranse,idrett/sport konkurranse 
35,N/A,s0253,mann,albansk,191,Språkprøven,Før og nå,tid 
34,A2/B1,s0713,kvinne,vietnamesisk,265,Språkprøven,Den norske naturen,natur norge 
30,B1,s0047,kvinne,spansk,282,Språkprøven,Kultur og idrett,idrett/sport kultur 
28,N/A,h0065,kvinne,serbokroatisk,672,Høyere nivå,Lærerlønn,økonomi arbeid yrke 
39,N/A,h0066,mann,nederlandsk,540,Høyere nivå,Netthandel,handel økonomi media 
51,N/A,s2032,kvinne,bokmål,237,Språkprøven,Sunnhet og helse,helse 
32,B1,s0512,kvinne,russisk,239,Språkprøven,Den norske naturen,natur norge 
17,A2/B1,s0520,mann,russisk,299,Språkprøven,En religion du kjenner,religion 
24,B1,s0309,mann,engelsk,273,Språkprøven,Bomiljø,bolig 
21,N/A,s2063,kvinne,bokmål,509,Språkprøven,Penger og andre verdier,økonomi holdning 
28,A2/B1,s0618,mann,somali,252,Språkprøven,Vennskap,folk relasjoner vennskap 
30,B1/B2,h0073,kvinne,spansk,721,Høyere nivå,Å leve i store byer,bolig geografi 
19,B2,h0500,kvinne,engelsk,720,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
35,N/A,h2009,mann,bokmål,411,Høyere nivå,Organdonasjon,helse organ 
49,N/A,s2039,mann,bokmål,268,Språkprøven,Penger og andre verdier,økonomi holdning 
43,A2/B1,s0194,mann,engelsk,456,Språkprøven,Bomiljø,bolig 
21,B1/B2,h0390,mann,spansk,746,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
21,B2,h0419,kvinne,russisk,654,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
32,A2/B1,s0737,mann,spansk,250,Språkprøven,Bomiljø,bolig 
29,B1,s0586,mann,vietnamesisk,287,Språkprøven,Min første jobb,arbeid 
25,B2,h0550,kvinne,engelsk,570,Høyere nivå,Humor,humor kultur 
35,N/A,h0642,kvinne,nederlandsk,640,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
30,N/A,h0205,kvinne,serbokroatisk,498,Høyere nivå,'Import' av helsepersonell,helse arbeid innvandring 
32,A2/B1,s0549,kvinne,spansk,348,Språkprøven,Å treffe andre mennesker,folk møte 
22,B1,h0099,mann,spansk,464,Høyere nivå,Miljøvern,miljø klima 
22,N/A,h2037,mann,bokmål,455,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
33,B2,h0027,kvinne,polsk,410,Høyere nivå,Ytringsfrihet,politikk holdning 
38,B1/B2,s0300,mann,engelsk,249,Språkprøven,Bomiljø,bolig 
38,B1/B2,h0665,mann,spansk,499,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
27,A2/B1,s0865,mann,somali,276,Språkprøven,Bilbruk,bil 
41,N/A,s0954,kvinne,serbokroatisk,310,Språkprøven,Frivillig hjelp i organisasjoner,organisasjon 
26,B1,s0901,kvinne,vietnamesisk,258,Språkprøven,En sport du liker,idrett/sport 
42,N/A,s0272,kvinne,albansk,316,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
33,N/A,s0199,mann,albansk,214,Språkprøven,Framtida,tid 
34,B2,h0330,kvinne,spansk,487,Høyere nivå,Kommunevalget i Norge,politikk valg 
29,B1,s0446,kvinne,tysk,261,Språkprøven,Mobiltelefoner,telefon 
46,N/A,s2049,kvinne,bokmål,297,Språkprøven,Sunnhet og helse,helse 
45,N/A,h0698,mann,serbokroatisk,553,Høyere nivå,Private skoler,skole 
29,N/A,h0386,kvinne,nederlandsk,471,Høyere nivå,Elitesport og fellesskap,idrett/sport 
32,N/A,h0519,kvinne,serbokroatisk,545,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
27,N/A,s0591,kvinne,serbokroatisk,275,Språkprøven,Alkohol og alkoholvaner,rus 
34,A2/B1,s0699,mann,somali,227,Språkprøven,En religion du kjenner,religion 
32,A2,s0507,mann,russisk,183,Språkprøven,Den norske naturen,natur norge 
38,N/A,h2004,kvinne,nynorsk,677,Høyere nivå,Organdonasjon,helse organ 
41,B1,h0274,kvinne,russisk,297,Høyere nivå,Bilisme,bil trafikk 
35,B2/C1,h0444,kvinne,polsk,583,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
35,B2,h0422,kvinne,russisk,527,Høyere nivå,Leselyst,litteratur kultur 
23,N/A,s0323,kvinne,albansk,200,Språkprøven,Nyheter,media 
31,B2/C1,h0033,mann,spansk,354,Høyere nivå,Netthandel,handel økonomi media 
32,B1,s0499,kvinne,russisk,261,Språkprøven,En religion du kjenner,religion 
33,N/A,h0158,kvinne,serbokroatisk,463,Høyere nivå,Inn- og utvandring,innvandring 
32,A2/B1,s0721,kvinne,polsk,352,Språkprøven,Kultur og idrett,idrett/sport kultur 
29,B1,s0994,kvinne,tysk,265,Språkprøven,Mobiltelefoner,telefon 
18,B1,s0040,kvinne,russisk,350,Språkprøven,Den norske naturen,natur norge 
23,B1,s0844,mann,spansk,355,Språkprøven,Bomiljø,bolig 
21,B2/C1,h0262,mann,polsk,550,Høyere nivå,Bilisme,bil trafikk 
63,B1,s0328,mann,engelsk,241,Språkprøven,Nyheter,media 
19,B2/C1,h0216,kvinne,engelsk,480,Høyere nivå,Likestilling mellom kjønnene,kjønn 
34,B1,s0464,kvinne,tysk,300,Språkprøven,Nyheter,media 
42,A2/B1,s0686,mann,somali,285,Språkprøven,En religion du kjenner,religion 
44,B1,s0320,mann,engelsk,300,Språkprøven,Bomiljø,bolig 
30,B1,s0774,kvinne,spansk,321,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
24,N/A,h0514,kvinne,nederlandsk,493,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
23,B2,h0305,kvinne,tysk,595,Høyere nivå,Likestilling mellom kjønnene,kjønn 
34,B1,s0529,kvinne,russisk,211,Språkprøven,Den norske naturen,natur norge 
28,A2/B1,s0561,kvinne,spansk,272,Språkprøven,Framtida,tid 
32,B1,s0093,kvinne,vietnamesisk,369,Språkprøven,Folk reiser så mye i våre dager,reise folk 
47,N/A,h2018,kvinne,nynorsk,646,Høyere nivå,Organdonasjon,helse organ 
22,B1/B2,s0461,kvinne,tysk,293,Språkprøven,Mobiltelefoner,telefon 
37,A2/B1,s0465,kvinne,tysk,250,Språkprøven,Mobiltelefoner,telefon 
36,B2,h0485,mann,tysk,551,Høyere nivå,Leselyst,litteratur kultur 
32,N/A,h0015,kvinne,nederlandsk,445,Høyere nivå,Barnelitteratur,barn litteratur kultur 
41,N/A,s0415,mann,nederlandsk,371,Språkprøven,Bomiljø,bolig 
37,A2/B1,s0474,kvinne,russisk,276,Språkprøven,Vennskap,folk relasjoner vennskap 
37,B2,h0611,kvinne,russisk,411,Høyere nivå,Adopsjon,barn familie 
30,A2/B1,s0590,kvinne,somali,169,Språkprøven,Min første jobb,arbeid 
25,N/A,s0380,mann,nederlandsk,293,Språkprøven,Nyheter,media 
42,B1/B2,s0471,kvinne,tysk,259,Språkprøven,Nyheter,media 
34,B2,h0563,kvinne,spansk,688,Høyere nivå,Integrering av innvandrere,innvandring 
22,N/A,s2028,mann,bokmål,262,Språkprøven,Frihet og ansvar,holdning 
27,B1/B2,h0659,kvinne,spansk,584,Høyere nivå,Hva er en god film,film kultur holdning 
27,N/A,h0129,kvinne,serbokroatisk,432,Høyere nivå,Uføretrygd,velferd økonomi 
38,A2/B1,s0986,mann,vietnamesisk,328,Språkprøven,Glede,folk følelser 
33,N/A,s0201,kvinne,albansk,360,Språkprøven,Framtida,tid 
26,N/A,s0075,kvinne,nederlandsk,207,Språkprøven,Gjenbruk,miljø 
33,A2/B1,s0644,mann,somali,308,Språkprøven,En interesse du har,interesse 
28,B1,s0937,kvinne,russisk,630,Språkprøven,Fjernsynsprogram for barn,barn tv 
44,N/A,s2046,kvinne,bokmål,326,Språkprøven,Sunnhet og helse,helse 
20,N/A,s0926,kvinne,serbokroatisk,428,Språkprøven,Fjernsynsprogram for barn,barn tv 
32,B1,s0301,mann,engelsk,267,Språkprøven,Bomiljø,bolig 
40,N/A,s0273,mann,albansk,323,Språkprøven,Den norske naturen,natur norge 
39,B1,s0018,kvinne,engelsk,326,Språkprøven,Bomiljø,bolig 
36,B1/B2,h0112,kvinne,polsk,609,Høyere nivå,Import av utenlandsk arbeidskraft,arbeid innvandring 
30,N/A,h0063,kvinne,nederlandsk,396,Høyere nivå,Netthandel,handel økonomi media 
30,N/A,h0266,mann,nederlandsk,474,Høyere nivå,Likestilling mellom kjønnene,kjønn 
46,N/A,s0236,kvinne,albansk,183,Språkprøven,Viktige verdier i livet,verdier 
20,B2,h0241,kvinne,engelsk,699,Høyere nivå,Mobiltelefonen,telefon 
35,B1/B2,s0334,kvinne,engelsk,226,Språkprøven,Mobiltelefoner,telefon 
40,B1/B2,s0174,kvinne,spansk,231,Språkprøven,Fremmedspråkslæring,utdannelse språk 
41,N/A,s2012,kvinne,bokmål,291,Språkprøven,Penger og andre verdier,økonomi holdning 
21,N/A,h0616,kvinne,nederlandsk,634,Høyere nivå,Adopsjon,barn familie 
52,N/A,s2034,kvinne,bokmål,378,Språkprøven,Frihet og ansvar,holdning 
27,A2/B1,s0576,kvinne,somali,189,Språkprøven,Min første jobb,arbeid 
45,B2/C1,h0061,kvinne,polsk,523,Høyere nivå,Det norske monarkiet,norge styreform 
26,B2,h0494,kvinne,polsk,445,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
23,B2,h0223,kvinne,russisk,520,Høyere nivå,Mobiltelefonen,telefon 
34,N/A,s0196,kvinne,nederlandsk,268,Språkprøven,Viktige verdier i livet,verdier 
28,N/A,s0595,kvinne,serbokroatisk,241,Språkprøven,Vennskap,folk relasjoner vennskap 
42,B2,h0402,kvinne,tysk,543,Høyere nivå,Borgerlønn,økonomi 
19,N/A,h2043,mann,bokmål,451,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
26,N/A,h2061,mann,bokmål,337,Høyere nivå,Organdonasjon,helse organ 
28,N/A,s0262,mann,albansk,350,Språkprøven,Et yrke,arbeid yrke 
22,N/A,h2011,kvinne,nynorsk,629,Høyere nivå,Organdonasjon,helse organ 
40,B1/B2,s0810,kvinne,spansk,303,Språkprøven,Bomiljø,bolig 
21,A2/B1,s0621,kvinne,somali,284,Språkprøven,En hyggelig opplevelse,opplevelse 
66,N/A,s2013,mann,bokmål,250,Språkprøven,Sunnhet og helse,helse 
26,N/A,s2099,mann,bokmål,275,Språkprøven,Sunnhet og helse,helse 
28,N/A,h0687,kvinne,albansk,447,Høyere nivå,Inn- og utvandring,innvandring 
24,N/A,s2058,mann,bokmål,423,Språkprøven,Frihet og ansvar,holdning 
25,B1/B2,h0381,kvinne,polsk,363,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
19,N/A,h0654,kvinne,albansk,528,Høyere nivå,Hva er en god film,film kultur holdning 
24,B2,h0655,mann,spansk,548,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
22,N/A,s0153,kvinne,serbokroatisk,345,Språkprøven,Flytting,familie flytting 
58,N/A,s2035,kvinne,bokmål,280,Språkprøven,Penger og andre verdier,økonomi holdning 
34,A2/B1,s0814,kvinne,spansk,326,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
34,B1/B2,h0296,kvinne,tysk,302,Høyere nivå,Bilisme,bil trafikk 
27,B2,h0583,kvinne,polsk,661,Høyere nivå,Integrering av innvandrere,innvandring 
23,B1,s0766,kvinne,polsk,257,Språkprøven,Nyheter,media 
50,B1,s0319,mann,engelsk,355,Språkprøven,Bomiljø,bolig 
40,A2/B1,s0140,kvinne,vietnamesisk,368,Språkprøven,En hyggelig opplevelse,opplevelse 
31,N/A,s0412,mann,nederlandsk,342,Språkprøven,Bomiljø,bolig 
30,N/A,s0612,mann,serbokroatisk,265,Språkprøven,Alkohol og alkoholvaner,rus 
49,A2/B1,s0862,kvinne,vietnamesisk,296,Språkprøven,Framtida,tid 
23,B1,s0065,kvinne,tysk,390,Språkprøven,Vennskap,folk relasjoner vennskap 
30,N/A,h0600,mann,serbokroatisk,643,Høyere nivå,Adopsjon,barn familie 
18,B1,s0548,kvinne,spansk,342,Språkprøven,Å treffe andre mennesker,folk møte 
25,N/A,h0024,mann,serbokroatisk,442,Høyere nivå,Det norske monarkiet,norge styreform 
33,B2,h0446,kvinne,tysk,704,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
23,N/A,s0135,kvinne,albansk,267,Språkprøven,En hyggelig opplevelse,opplevelse 
29,B2,h0397,mann,russisk,482,Høyere nivå,Bolig og boutgifter,bolig økonomi 
22,N/A,s0148,kvinne,nederlandsk,295,Språkprøven,Barneoppdragelse,barn 
29,C1,h0731,kvinne,tysk,460,Høyere nivå,Ytringsfrihet i Norge,politikk norge holdning 
18,N/A,s0238,kvinne,albansk,214,Språkprøven,Viktige verdier i livet,verdier 
28,B2,h0547,kvinne,russisk,673,Høyere nivå,Integrering av innvandrere,innvandring 
62,B1/B2,h0491,kvinne,spansk,450,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
26,B1/B2,h0372,kvinne,spansk,472,Høyere nivå,Borgerlønn,økonomi 
23,B2/C1,h0346,kvinne,tysk,578,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
28,B2,h0258,kvinne,tysk,661,Høyere nivå,Likestilling mellom kjønnene,kjønn 
20,N/A,s0970,kvinne,nederlandsk,424,Språkprøven,Frivillig hjelp i organisasjoner,organisasjon 
34,N/A,s0597,mann,serbokroatisk,219,Språkprøven,Vennskap,folk relasjoner vennskap 
26,A2/B1,s0985,kvinne,vietnamesisk,293,Språkprøven,Glede,folk følelser 
24,B2,h0319,kvinne,russisk,638,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
31,B2/C1,h0249,kvinne,tysk,811,Høyere nivå,Bilisme,bil trafikk 
43,B2,h0190,kvinne,russisk,467,Høyere nivå,Helse og livskvalitet,helse 
33,B2,h0270,mann,spansk,440,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
42,B2/C1,h0238,kvinne,engelsk,900,Høyere nivå,Mobiltelefonen,telefon 
25,B1/B2,s0506,kvinne,russisk,456,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
33,B1,s0475,kvinne,russisk,334,Språkprøven,Møte med norsk kultur,kultur norge 
51,B1/B2,s0719,kvinne,polsk,267,Språkprøven,Fremmedspråkslæring,utdannelse språk 
30,B1,s0352,mann,engelsk,196,Språkprøven,Nyheter,media 
32,B2,h0510,mann,engelsk,481,Høyere nivå,Miljøvern,miljø klima 
19,N/A,h2044,kvinne,bokmål,362,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
31,B1,s0430,kvinne,tysk,392,Språkprøven,Møte med norsk kultur,kultur norge 
44,A2/B1,s0014,mann,engelsk,234,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
26,B1,s0302,mann,engelsk,273,Språkprøven,Bomiljø,bolig 
27,A2/B1,s0102,kvinne,somali,280,Språkprøven,Folk reiser så mye i våre dager,reise folk 
25,N/A,s0035,mann,serbokroatisk,237,Språkprøven,Flytting,familie flytting 
29,N/A,s0229,mann,albansk,305,Språkprøven,Vennskap,folk relasjoner vennskap 
23,B1/B2,h0289,kvinne,engelsk,541,Høyere nivå,Likestilling mellom kjønnene,kjønn 
26,B1/B2,h0670,kvinne,spansk,608,Høyere nivå,Organdonasjon,helse organ 
29,B2,h0456,kvinne,engelsk,576,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,B2/C1,h0220,kvinne,russisk,547,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
24,B2,s0934,kvinne,tysk,372,Språkprøven,Trafikk og boligområder,trafikk bolig 
38,N/A,s0276,kvinne,albansk,248,Språkprøven,Den norske naturen,natur norge 
41,A2/B1,s0061,kvinne,polsk,236,Språkprøven,Møte med norsk kultur,kultur norge 
32,B2/C1,h0179,kvinne,engelsk,524,Høyere nivå,'Import' av helsepersonell,helse arbeid innvandring 
23,B2,h0067,kvinne,polsk,733,Høyere nivå,Netthandel,handel økonomi media 
22,N/A,s0388,mann,nederlandsk,223,Språkprøven,Framtida,tid 
33,B2,h0631,kvinne,polsk,755,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
22,B2,s0744,mann,engelsk,260,Språkprøven,Viktige verdier i livet,verdier 
26,B1,h0691,mann,somali,472,Høyere nivå,Bruk av musikk,musikk kultur 
32,N/A,s0210,mann,albansk,176,Språkprøven,Å treffe andre mennesker,folk møte 
34,B1/B2,h0237,kvinne,russisk,449,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
32,N/A,s2053,kvinne,bokmål,348,Språkprøven,Frihet og ansvar,holdning 
40,B1,s0913,kvinne,russisk,245,Språkprøven,Trafikk og boligområder,trafikk bolig 
32,B1,s0486,kvinne,russisk,351,Språkprøven,Møte med norsk kultur,kultur norge 
19,N/A,h2083,kvinne,bokmål,650,Høyere nivå,Organdonasjon,helse organ 
32,A2/B1,s0537,kvinne,russisk,285,Språkprøven,Den norske naturen,natur norge 
20,B1,s1002,kvinne,tysk,457,Språkprøven,Boformer,bolig 
21,N/A,h2072,mann,bokmål,427,Høyere nivå,Organdonasjon,helse organ 
46,N/A,s2057,mann,bokmål,375,Språkprøven,Penger og andre verdier,økonomi holdning 
52,N/A,s2002,kvinne,bokmål,433,Språkprøven,Penger og andre verdier,økonomi holdning 
20,B1/B2,h0206,kvinne,tysk,647,Høyere nivå,Mobiltelefonen,telefon 
32,B2/C1,h0354,mann,spansk,610,Høyere nivå,Kommunevalget i Norge,politikk valg 
32,B1/B2,s0436,kvinne,tysk,379,Språkprøven,Alkohol og alkoholvaner,rus 
48,A2/B1,s0751,mann,engelsk,252,Språkprøven,Mobiltelefoner,telefon 
32,N/A,s2056,mann,bokmål,338,Språkprøven,Sunnhet og helse,helse 
41,B1/B2,h0117,mann,spansk,517,Høyere nivå,Miljøvern,miljø klima 
24,N/A,s0398,kvinne,nederlandsk,364,Språkprøven,En sport du liker,idrett/sport 
34,B2,h0031,kvinne,polsk,412,Høyere nivå,Ytringsfrihet,politikk holdning 
24,B1,s1004,mann,somali,211,Språkprøven,Boformer,bolig 
27,N/A,s0151,mann,serbokroatisk,236,Språkprøven,Flytting,familie flytting 
49,N/A,s0904,kvinne,serbokroatisk,312,Språkprøven,Frivillig hjelp i organisasjoner,organisasjon 
19,B1/B2,h0538,kvinne,russisk,589,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
29,B2,h0012,kvinne,spansk,526,Høyere nivå,Verdikommisjonen,organisasjon 
31,A2/B1,s0890,kvinne,vietnamesisk,349,Språkprøven,Penger og andre verdier,økonomi holdning 
22,B2,h0068,kvinne,polsk,810,Høyere nivå,Netthandel,handel økonomi media 
23,B2/C1,h0490,kvinne,tysk,875,Høyere nivå,Leselyst,litteratur kultur 
27,N/A,s0960,kvinne,nederlandsk,313,Språkprøven,Trafikk og boligområder,trafikk bolig 
20,N/A,s0413,kvinne,nederlandsk,535,Språkprøven,Konkurranse,idrett/sport konkurranse 
20,N/A,h0278,mann,albansk,537,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
38,A2,s0467,mann,tysk,251,Språkprøven,Mobiltelefoner,telefon 
21,N/A,h2089,kvinne,bokmål,506,Høyere nivå,Organdonasjon,helse organ 
34,B2,h0175,mann,spansk,563,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
27,B2,h0358,mann,spansk,683,Høyere nivå,Kommunevalget i Norge,politikk valg 
45,B1/B2,h0590,kvinne,russisk,429,Høyere nivå,Integrering av innvandrere,innvandring 
27,B2,h0546,kvinne,engelsk,604,Høyere nivå,Borgerlønn,økonomi 
37,B2/C1,h0097,kvinne,spansk,447,Høyere nivå,Den lille forskjellen,kjønn 
26,B2,h0236,mann,spansk,522,Høyere nivå,Mobiltelefonen,telefon 
44,B2,h0347,kvinne,polsk,772,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
21,N/A,h2099,mann,bokmål,436,Høyere nivå,Organdonasjon,helse organ 
34,B1,s0905,kvinne,russisk,349,Språkprøven,Trafikk og boligområder,trafikk bolig 
17,A2/B1,s0847,mann,spansk,295,Språkprøven,Bomiljø,bolig 
22,A2,s0708,kvinne,somali,209,Språkprøven,En religion du kjenner,religion 
39,N/A,s0601,kvinne,serbokroatisk,291,Språkprøven,Vennskap,folk relasjoner vennskap 
38,N/A,s0049,mann,albansk,230,Språkprøven,Fremmedspråkslæring,utdannelse språk 
33,B1/B2,s0036,kvinne,russisk,191,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
29,N/A,s0365,kvinne,nederlandsk,329,Språkprøven,Bolig og bosted,bolig 
37,N/A,h0384,mann,serbokroatisk,512,Høyere nivå,Diktet 'Skøyteløperen' av Peter R Holm,litteratur dikt idrett 
47,A2/B1,s0485,kvinne,russisk,196,Språkprøven,Vennskap,folk relasjoner vennskap 
24,B1/B2,s0958,kvinne,russisk,267,Språkprøven,Fjernsynsprogram for barn,barn tv 
29,B1/B2,s0468,kvinne,tysk,390,Språkprøven,Nyheter,media 
35,B2,h0159,mann,spansk,523,Høyere nivå,Inn- og utvandring,innvandring 
42,N/A,h0715,kvinne,serbokroatisk,454,Høyere nivå,Blogging,data kommunikasjon 
27,B1,s0518,mann,russisk,194,Språkprøven,Den norske naturen,natur norge 
21,N/A,h0663,kvinne,nederlandsk,555,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
22,N/A,h2067,kvinne,nynorsk,726,Høyere nivå,Organdonasjon,helse organ 
32,A2,s0681,mann,somali,191,Språkprøven,Den norske naturen,natur norge 
32,N/A,s0275,mann,albansk,244,Språkprøven,Den norske naturen,natur norge 
32,N/A,s0399,mann,nederlandsk,239,Språkprøven,Røyking,helse røyking 
25,B1,s0583,kvinne,vietnamesisk,422,Språkprøven,En sport du liker,idrett/sport 
36,A2/B1,s0118,kvinne,russisk,247,Språkprøven,Vennskap,folk relasjoner vennskap 
22,N/A,s0223,kvinne,albansk,256,Språkprøven,Møte med norsk kultur,kultur norge 
38,B2/C1,h0128,mann,spansk,555,Høyere nivå,Diktet 'Toleranse',litteratur dikt 
28,N/A,h0043,kvinne,serbokroatisk,489,Høyere nivå,Lærerlønn,økonomi arbeid yrke 
25,B1,s0823,mann,spansk,250,Språkprøven,Bomiljø,bolig 
24,B1/B2,h0441,kvinne,engelsk,486,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
24,N/A,s2026,kvinne,bokmål,258,Språkprøven,Sunnhet og helse,helse 
23,N/A,h2019,kvinne,bokmål,822,Høyere nivå,Organdonasjon,helse organ 
31,B1/B2,h0006,kvinne,spansk,489,Høyere nivå,Tusenårsskiftet,tid 
37,B2,h0229,kvinne,engelsk,433,Høyere nivå,Mobiltelefonen,telefon 
27,B1/B2,s0728,kvinne,polsk,441,Språkprøven,Barneoppdragelse,barn 
23,B2,h0445,kvinne,polsk,634,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,A2/B1,s0584,mann,somali,218,Språkprøven,Min første jobb,arbeid 
21,B1,s0557,mann,vietnamesisk,382,Språkprøven,Framtida,tid 
32,B1,s0326,mann,engelsk,261,Språkprøven,Nyheter,media 
32,B1,h0393,mann,spansk,513,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
24,B2,h0104,kvinne,polsk,694,Høyere nivå,Den lille forskjellen,kjønn 
35,B2,h0531,kvinne,polsk,522,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
31,B2,h0503,kvinne,engelsk,586,Høyere nivå,Leselyst,litteratur kultur 
30,B2/C1,h0433,mann,tysk,925,Høyere nivå,Miljøvern,miljø klima 
37,A2/B1,s0293,mann,engelsk,516,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
22,N/A,s2082,mann,bokmål,260,Språkprøven,Penger og andre verdier,økonomi holdning 
33,B1/B2,s0981,kvinne,polsk,249,Språkprøven,Mobiltelefoner,telefon 
23,N/A,h0035,kvinne,serbokroatisk,228,Høyere nivå,Lærerlønn,økonomi arbeid yrke 
43,N/A,s0261,mann,albansk,281,Språkprøven,Et yrke,arbeid yrke 
24,N/A,s0420,kvinne,nederlandsk,320,Språkprøven,Bomiljø,bolig 
23,N/A,h0108,kvinne,serbokroatisk,511,Høyere nivå,Den lille forskjellen,kjønn 
17,B2,h0572,kvinne,engelsk,743,Høyere nivå,Trafikkdøden,trafikk død 
36,B1,s0043,kvinne,spansk,230,Språkprøven,Fremmedspråkslæring,utdannelse språk 
19,B1,s0189,kvinne,engelsk,239,Språkprøven,Bomiljø,bolig 
18,B2,s0438,kvinne,tysk,509,Språkprøven,Vennskap,folk relasjoner vennskap 
25,N/A,h0121,kvinne,nederlandsk,591,Høyere nivå,Import av utenlandsk arbeidskraft,arbeid innvandring 
20,N/A,h2007,mann,bokmål,381,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
26,B1,s0219,kvinne,engelsk,392,Språkprøven,Møte med norsk kultur,kultur norge 
36,N/A,h0721,kvinne,serbokroatisk,648,Høyere nivå,Tidsklemmen,folk familie 
22,A2/B1,s0005,kvinne,vietnamesisk,233,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
30,A2/B1,s0587,mann,somali,164,Språkprøven,Min første jobb,arbeid 
39,B1,s0685,kvinne,spansk,159,Språkprøven,Den norske naturen,natur norge 
27,B1,s0746,kvinne,spansk,296,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
34,N/A,s2051,kvinne,bokmål,288,Språkprøven,Frihet og ansvar,holdning 
29,N/A,h0702,mann,serbokroatisk,608,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
20,N/A,s0962,kvinne,serbokroatisk,295,Språkprøven,Frivillig hjelp i organisasjoner,organisasjon 
35,N/A,s0277,mann,albansk,388,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
49,B2,h0054,kvinne,spansk,442,Høyere nivå,Lærerlønn,økonomi arbeid yrke 
40,A2/B1,s0706,kvinne,spansk,225,Språkprøven,Den norske naturen,natur norge 
27,A2/B1,s0556,kvinne,vietnamesisk,361,Språkprøven,Framtida,tid 
20,N/A,h0166,kvinne,albansk,294,Høyere nivå,Barn og fysiske aktiviteter,barn idrett/sport 
25,B1,s0647,mann,polsk,302,Språkprøven,Gjenbruk,miljø 
27,B1/B2,h0672,kvinne,spansk,408,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
36,A2/B1,s0858,kvinne,vietnamesisk,261,Språkprøven,En sport du liker,idrett/sport 
30,B1,s0791,.,polsk,271,Språkprøven,Mobiltelefoner,telefon 
