age,cefr,filename,gender,lang,num_tokens,split,testlevel,title,topic
22,N/A,h0269,kvinne,nederlandsk,716,N/A,Høyere nivå,Mobiltelefon,telefon 
33,B2,h0270,mann,spansk,440,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
18,B1,h0271,kvinne,engelsk,439,train,Høyere nivå,Bilisme,bil trafikk 
20,B1,h0272,mann,russisk,247,train,Høyere nivå,Mobiltelefonen,telefon 
45,B1/B2,h0273,kvinne,russisk,710,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
41,B1,h0274,kvinne,russisk,297,train,Høyere nivå,Bilisme,bil trafikk 
27,B1/B2,h0275,kvinne,russisk,460,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
36,B1/B2,h0276,kvinne,spansk,465,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
20,B2,h0277,kvinne,tysk,589,train,Høyere nivå,Mobiltelefonen,telefon 
20,N/A,h0278,mann,albansk,537,N/A,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
26,B1,h0279,kvinne,russisk,281,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
21,B1/B2,h0280,kvinne,tysk,521,train,Høyere nivå,Mobiltelefonen,telefon 
40,N/A,h0281,mann,serbokroatisk,454,N/A,Høyere nivå,Likestilling mellom kjønnene,kjønn 
27,N/A,h0282,mann,serbokroatisk,484,N/A,Høyere nivå,Diktet 'Privat huskeregel' av Kolbjørn Falkeid,litteratur dikt 
23,B1,h0283,mann,tysk,382,train,Høyere nivå,Bilisme,bil trafikk 
47,B1/B2,h0284,kvinne,russisk,513,train,Høyere nivå,Mobiltelefonen,telefon 
26,N/A,h0285,mann,serbokroatisk,422,N/A,Høyere nivå,Mobiltelefonen,telefon 
33,B1/B2,h0286,kvinne,russisk,477,train,Høyere nivå,Mobiltelefonen,telefon 
34,B1/B2,h0287,mann,spansk,445,train,Høyere nivå,Bilisme,bil trafikk 
45,B1,h0288,kvinne,russisk,402,train,Høyere nivå,Mobiltelefonen,telefon 
23,B1/B2,h0289,kvinne,engelsk,541,train,Høyere nivå,Likestilling mellom kjønnene,kjønn 
22,B1/B2,h0290,kvinne,russisk,414,train,Høyere nivå,Mobiltelefonen,telefon 
21,B2,h0291,kvinne,tysk,445,train,Høyere nivå,Mobiltelefonen,telefon 
27,B1,h0292,kvinne,russisk,528,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
27,B2,h0293,kvinne,tysk,728,train,Høyere nivå,Bilisme,bil trafikk 
48,N/A,h0294,kvinne,nederlandsk,576,N/A,Høyere nivå,Bilisme,bil trafikk 
26,B2,h0295,kvinne,polsk,674,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
34,B1/B2,h0296,kvinne,tysk,302,train,Høyere nivå,Bilisme,bil trafikk 
21,B1/B2,h0297,kvinne,tysk,455,train,Høyere nivå,Mobiltelefonen,telefon 
40,B2,h0298,mann,spansk,616,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
26,B1/B2,h0299,kvinne,russisk,397,train,Høyere nivå,Diktet 'Privat huskeregel' av Kolbjørn Falkeid,litteratur dikt 
40,B2,h0300,kvinne,engelsk,818,train,Høyere nivå,Diktet 'Privat huskeregel' av Kolbjørn Falkeid,litteratur dikt 
27,B2,h0301,kvinne,spansk,498,train,Høyere nivå,Mobiltelefonen,telefon 
26,B2,h0302,kvinne,russisk,521,train,Høyere nivå,Mobiltelefonen,telefon 
20,B1/B2,h0303,kvinne,tysk,415,train,Høyere nivå,Likestilling mellom kjønnene,kjønn 
26,B1/B2,h0304,kvinne,russisk,463,train,Høyere nivå,Mobiltelefonen,telefon 
23,B2,h0305,kvinne,tysk,595,train,Høyere nivå,Likestilling mellom kjønnene,kjønn 
29,B1/B2,h0306,kvinne,russisk,458,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
35,N/A,h0307,kvinne,serbokroatisk,512,N/A,Høyere nivå,Mobiltelefonen,telefon 
38,B2/C1,h0308,kvinne,engelsk,443,train,Høyere nivå,Bilisme,bil trafikk 
40,B2,h0309,kvinne,tysk,483,train,Høyere nivå,Bilisme,bil trafikk 
42,C1,h0310,kvinne,tysk,504,train,Høyere nivå,Mobiltelefonen,telefon 
30,N/A,h0311,mann,albansk,484,N/A,Høyere nivå,Mobiltelefonen,telefon 
43,B2,h0312,kvinne,tysk,547,train,Høyere nivå,Diktet 'Privat huskeregel' av Kolbjørn Falkeid,litteratur dikt 
51,B2,h0313,mann,spansk,500,train,Høyere nivå,Bilisme,bil trafikk 
20,B2,h0314,kvinne,tysk,694,train,Høyere nivå,Likestilling mellom kjønnene,kjønn 
29,B2,h0315,mann,tysk,569,train,Høyere nivå,Bilisme,bil trafikk 
23,B2,h0316,kvinne,tysk,561,train,Høyere nivå,Mobiltelefonen,telefon 
21,B2,h0317,mann,tysk,479,train,Høyere nivå,Bilisme,bil trafikk 
27,B2/C1,h0318,kvinne,russisk,581,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
24,B2,h0319,kvinne,russisk,638,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
21,B2,h0320,kvinne,tysk,702,train,Høyere nivå,Mobiltelefonen,telefon 
28,B2/C1,h0321,mann,tysk,554,train,Høyere nivå,Mobiltelefonen,telefon 
39,B2,h0323,kvinne,russisk,581,train,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
33,B2,h0324,kvinne,engelsk,458,train,Høyere nivå,Bilisme,bil trafikk 
33,B2/C1,h0325,kvinne,tysk,442,train,Høyere nivå,Bilisme,bil trafikk 
31,B1/B2,h0326,kvinne,russisk,481,train,Høyere nivå,Mobiltelefonen,telefon 
34,B2,h0327,kvinne,russisk,442,train,Høyere nivå,Diktet 'Privat huskeregel' av Kolbjørn Falkeid,litteratur dikt 
33,B2,h0328,kvinne,tysk,690,train,Høyere nivå,Mobiltelefonen,telefon 
20,B2,h0329,kvinne,polsk,466,train,Høyere nivå,Mobiltelefonen,telefon 
34,B2,h0330,kvinne,spansk,487,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
34,B2,h0331,kvinne,engelsk,778,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
28,B2/C1,h0332,kvinne,engelsk,527,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
29,B2,h0333,mann,tysk,373,test,Høyere nivå,Husstander i Norge,familie befolkning norge 
46,B2,h0334,kvinne,engelsk,678,train,Høyere nivå,Diktet 'Et møte' av Kolbein Falkeid,litteratur dikt 
34,B2,h0335,kvinne,polsk,699,test,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
24,N/A,h0336,kvinne,albansk,556,N/A,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
25,B2,h0337,kvinne,tysk,490,train,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
32,B2,h0338,kvinne,spansk,402,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
31,N/A,h0339,kvinne,serbokroatisk,459,N/A,Høyere nivå,Diktet 'Et møte' av Kolbein Falkeid,litteratur dikt 
25,B2,h0340,kvinne,spansk,646,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
29,N/A,h0341,kvinne,serbokroatisk,426,N/A,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
29,B2,h0342,kvinne,tysk,640,test,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
38,B1/B2,h0343,mann,spansk,460,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
40,B2,h0344,kvinne,polsk,446,test,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
21,B2,h0345,kvinne,polsk,671,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
23,B2/C1,h0346,kvinne,tysk,578,test,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
44,B2,h0347,kvinne,polsk,772,test,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
35,B1/B2,h0348,kvinne,engelsk,555,train,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
44,B2,h0349,mann,tysk,410,train,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
41,B2,h0350,kvinne,polsk,352,train,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
30,B2,h0351,kvinne,engelsk,441,test,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
34,N/A,h0352,kvinne,nederlandsk,514,N/A,Høyere nivå,Kommunevalget i Norge,politikk valg 
20,B1/B2,h0353,kvinne,tysk,738,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
32,B2/C1,h0354,mann,spansk,610,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
40,B1/B2,h0355,kvinne,tysk,436,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
35,N/A,h0356,kvinne,nederlandsk,423,N/A,Høyere nivå,Kommunevalget i Norge,politikk valg 
33,N/A,h0357,kvinne,nederlandsk,413,N/A,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
27,B2,h0358,mann,spansk,683,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
38,N/A,h0359,kvinne,serbokroatisk,443,N/A,Høyere nivå,Diktet 'Et møte' av Kolbein Falkeid,litteratur dikt 
19,B2/C1,h0360,kvinne,tysk,524,test,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
32,B1/B2,h0361,kvinne,spansk,453,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
24,N/A,h0362,kvinne,nederlandsk,544,N/A,Høyere nivå,Kommunevalget i Norge,politikk valg 
34,B1/B2,h0363,mann,tysk,622,test,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
37,B1/B2,h0364,kvinne,polsk,454,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
33,N/A,h0365,mann,nederlandsk,394,N/A,Høyere nivå,Bolig og boutgifter,bolig økonomi 
34,B2/C1,h0366,kvinne,polsk,456,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
24,B2/C1,h0367,kvinne,russisk,717,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
24,B1/B2,h0368,mann,tysk,613,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
35,B1/B2,h0369,kvinne,polsk,345,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
27,C1,h0370,kvinne,russisk,509,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
29,B1/B2,h0371,kvinne,russisk,363,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
26,B1/B2,h0372,kvinne,spansk,472,dev,Høyere nivå,Borgerlønn,økonomi 
27,B2/C1,h0373,kvinne,russisk,495,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
33,N/A,h0374,mann,nederlandsk,454,N/A,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
28,B1/B2,h0375,kvinne,russisk,402,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
27,B2/C1,h0376,mann,spansk,791,train,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
28,B1/B2,h0377,mann,spansk,417,dev,Høyere nivå,Borgerlønn,økonomi 
56,B1/B2,h0378,kvinne,tysk,822,test,Høyere nivå,Diktet 'Skøyteløperen' av Peter R Holm,litteratur dikt idrett 
24,B1/B2,h0379,kvinne,russisk,596,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
37,B2,h0380,mann,tysk,526,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
25,B1/B2,h0381,kvinne,polsk,363,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
28,B2,h0382,kvinne,tysk,622,test,Høyere nivå,Diktet 'Skøyteløperen' av Peter R Holm,litteratur dikt idrett 
23,B2,h0383,kvinne,russisk,456,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
37,N/A,h0384,mann,serbokroatisk,512,N/A,Høyere nivå,Diktet 'Skøyteløperen' av Peter R Holm,litteratur dikt idrett 
34,N/A,h0385,kvinne,serbokroatisk,542,N/A,Høyere nivå,Bolig og boutgifter,bolig økonomi 
29,N/A,h0386,kvinne,nederlandsk,471,N/A,Høyere nivå,Elitesport og fellesskap,idrett/sport 
20,B2/C1,h0387,kvinne,russisk,838,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
31,B1/B2,h0388,kvinne,spansk,453,train,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
24,B2,h0389,mann,spansk,714,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
21,B1/B2,h0390,mann,spansk,746,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
37,B2/C1,h0391,kvinne,russisk,503,test,Høyere nivå,Elitesport og fellesskap,idrett/sport 
26,B2,h0392,kvinne,russisk,580,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
32,B1,h0393,mann,spansk,513,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
31,B1/B2,h0394,mann,russisk,340,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
20,B1/B2,h0395,kvinne,tysk,652,test,Høyere nivå,Diktet 'Skøyteløperen' av Peter R Holm,litteratur dikt idrett 
24,B1/B2,h0396,kvinne,spansk,447,train,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
29,B2,h0397,mann,russisk,482,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
33,B2,h0398,mann,spansk,495,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
33,B2,h0399,mann,tysk,599,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
33,B2,h0400,kvinne,tysk,488,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
30,B2/C1,h0401,kvinne,tysk,622,dev,Høyere nivå,Borgerlønn,økonomi 
42,B2,h0402,kvinne,tysk,543,dev,Høyere nivå,Borgerlønn,økonomi 
23,B2/C1,h0403,kvinne,tysk,477,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
21,B1/B2,h0404,mann,tysk,422,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
27,B2,h0405,kvinne,tysk,595,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
25,B2/C1,h0406,kvinne,russisk,530,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
43,B2,h0407,kvinne,spansk,493,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
29,B1/B2,h0408,mann,tysk,715,train,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
31,B2,h0409,kvinne,tysk,611,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
26,B2,h0410,kvinne,russisk,374,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
27,B1/B2,h0411,kvinne,russisk,415,train,Høyere nivå,Bolig og boutgifter,bolig økonomi 
33,B2/C1,h0412,kvinne,engelsk,488,train,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
23,N/A,h0413,kvinne,nederlandsk,491,N/A,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
40,B2,h0414,kvinne,polsk,431,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
37,B2,h0415,kvinne,russisk,404,dev,Høyere nivå,Borgerlønn,økonomi 
27,B1/B2,h0416,kvinne,russisk,577,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
21,B2,h0417,kvinne,russisk,467,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
27,B2/C1,h0418,kvinne,russisk,585,train,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
21,B2,h0419,kvinne,russisk,654,train,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
26,B1/B2,h0420,kvinne,tysk,432,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
27,B2,h0421,kvinne,tysk,671,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
35,B2,h0422,kvinne,russisk,527,train,Høyere nivå,Leselyst,litteratur kultur 
28,B1/B2,h0423,mann,engelsk,505,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,N/A,h0424,mann,nederlandsk,446,N/A,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
28,B2,h0425,mann,tysk,488,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
31,B2,h0426,kvinne,polsk,546,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
30,B2,h0427,kvinne,russisk,452,train,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
30,B2,h0428,kvinne,engelsk,518,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,N/A,h0429,mann,nederlandsk,518,N/A,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
27,B2,h0430,kvinne,spansk,389,train,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
29,N/A,h0431,kvinne,nederlandsk,524,N/A,Høyere nivå,Leselyst,litteratur kultur 
20,B2,h0432,kvinne,tysk,550,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
30,B2/C1,h0433,mann,tysk,925,train,Høyere nivå,Miljøvern,miljø klima 
36,B2,h0434,kvinne,spansk,415,train,Høyere nivå,Leselyst,litteratur kultur 
37,B2,h0435,mann,engelsk,615,train,Høyere nivå,Miljøvern,miljø klima 
26,C1,h0436,kvinne,engelsk,656,train,Høyere nivå,Leselyst,litteratur kultur 
30,B1/B2,h0437,kvinne,engelsk,498,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
24,B2,h0438,kvinne,engelsk,670,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
44,B2,h0439,kvinne,engelsk,771,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
38,N/A,h0440,kvinne,nederlandsk,632,N/A,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
24,B1/B2,h0441,kvinne,engelsk,486,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,B1/B2,h0442,kvinne,polsk,846,train,Høyere nivå,Leselyst,litteratur kultur 
33,B2,h0443,kvinne,engelsk,474,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
35,B2/C1,h0444,kvinne,polsk,583,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
23,B2,h0445,kvinne,polsk,634,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
33,B2,h0446,kvinne,tysk,704,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
46,B2/C1,h0447,mann,spansk,503,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
24,B2,h0448,kvinne,russisk,435,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
39,B2,h0449,kvinne,tysk,527,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
28,B2,h0450,kvinne,russisk,467,train,Høyere nivå,Miljøvern,miljø klima 
28,B2,h0451,kvinne,polsk,455,train,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
26,N/A,h0452,kvinne,nederlandsk,521,N/A,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
26,B2,h0453,kvinne,polsk,519,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
36,B2,h0454,kvinne,polsk,421,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
32,B2,h0455,kvinne,russisk,509,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,B2,h0456,kvinne,engelsk,576,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
28,B2,h0457,kvinne,engelsk,714,train,Høyere nivå,Leselyst,litteratur kultur 
24,B2,h0458,kvinne,engelsk,463,train,Høyere nivå,Leselyst,litteratur kultur 
30,B1/B2,h0459,kvinne,russisk,452,train,Høyere nivå,Leselyst,litteratur kultur 
32,B2,h0460,kvinne,spansk,428,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
44,C1,h0461,mann,spansk,573,train,Høyere nivå,Miljøvern,miljø klima 
17,B1/B2,h0462,kvinne,tysk,366,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
21,B1/B2,h0463,kvinne,tysk,305,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,B2,h0464,kvinne,engelsk,464,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
38,B1/B2,h0465,kvinne,polsk,441,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
24,B2,h0466,kvinne,russisk,557,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
38,B2,h0467,kvinne,tysk,462,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,B2/C1,h0468,mann,engelsk,665,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
28,B2,h0469,kvinne,engelsk,570,train,Høyere nivå,Miljøvern,miljø klima 
33,B2,h0470,kvinne,engelsk,516,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
23,B2/C1,h0471,mann,tysk,537,train,Høyere nivå,Miljøvern,miljø klima 
28,B2/C1,h0472,mann,engelsk,439,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
35,B1/B2,h0473,kvinne,polsk,429,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,B2,h0474,kvinne,polsk,743,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
21,C1,h0475,kvinne,tysk,626,train,Høyere nivå,Miljøvern,miljø klima 
20,B2,h0476,kvinne,tysk,399,train,Høyere nivå,Miljøvern,miljø klima 
20,B2,h0477,kvinne,tysk,701,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
20,B2,h0478,kvinne,tysk,543,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
43,B2,h0479,kvinne,polsk,552,train,Høyere nivå,Leselyst,litteratur kultur 
35,N/A,h0480,mann,serbokroatisk,507,N/A,Høyere nivå,Leselyst,litteratur kultur 
41,C1,h0481,kvinne,engelsk,640,train,Høyere nivå,Leselyst,litteratur kultur 
20,B2,h0482,kvinne,tysk,1163,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
25,B2,h0483,kvinne,russisk,514,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
22,B2,h0484,kvinne,tysk,812,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
36,B2,h0485,mann,tysk,551,train,Høyere nivå,Leselyst,litteratur kultur 
24,B2,h0486,kvinne,russisk,410,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
24,B2,h0487,kvinne,tysk,434,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
35,B1/B2,h0488,kvinne,polsk,534,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
33,B2,h0489,mann,engelsk,530,train,Høyere nivå,Leselyst,litteratur kultur 
23,B2/C1,h0490,kvinne,tysk,875,train,Høyere nivå,Leselyst,litteratur kultur 
62,B1/B2,h0491,kvinne,spansk,450,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
19,B2,h0492,kvinne,engelsk,499,train,Høyere nivå,Leselyst,litteratur kultur 
28,B1/B2,h0493,kvinne,russisk,587,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,B2,h0494,kvinne,polsk,445,train,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
37,N/A,h0495,mann,serbokroatisk,494,N/A,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
21,B2/C1,h0496,kvinne,spansk,453,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
25,B1/B2,h0497,kvinne,tysk,424,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
51,B2,h0498,mann,engelsk,863,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
34,B1/B2,h0499,kvinne,engelsk,718,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
19,B2,h0500,kvinne,engelsk,720,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
47,B2,h0501,mann,engelsk,418,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
18,B2/C1,h0502,kvinne,tysk,583,train,Høyere nivå,Familie og karriere,familie arbeid økonomi 
31,B2,h0503,kvinne,engelsk,586,train,Høyere nivå,Leselyst,litteratur kultur 
20,B2,h0504,kvinne,tysk,509,train,Høyere nivå,Familie og karriere,familie arbeid økonomi 
21,B2/C1,h0505,kvinne,tysk,488,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
32,B1/B2,h0506,kvinne,engelsk,639,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
32,B2,h0507,kvinne,engelsk,696,train,Høyere nivå,Leselyst,litteratur kultur 
20,B2,h0508,kvinne,tysk,591,train,Høyere nivå,Leselyst,litteratur kultur 
40,B2,h0509,mann,tysk,610,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
32,B2,h0510,mann,engelsk,481,train,Høyere nivå,Miljøvern,miljø klima 
19,B1/B2,h0511,kvinne,russisk,539,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
39,B1/B2,h0512,kvinne,russisk,485,train,Høyere nivå,Leselyst,litteratur kultur 
40,B2,h0513,mann,engelsk,476,train,Høyere nivå,Miljøvern,miljø klima 
24,N/A,h0514,kvinne,nederlandsk,493,N/A,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
44,B2,h0515,kvinne,engelsk,570,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
20,N/A,h0516,kvinne,nederlandsk,724,N/A,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
27,B2,h0517,kvinne,spansk,390,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
31,N/A,h0518,kvinne,nederlandsk,482,N/A,Høyere nivå,Miljøvern,miljø klima 
32,N/A,h0519,kvinne,serbokroatisk,545,N/A,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
25,B2,h0520,kvinne,polsk,591,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
21,B2,h0521,kvinne,engelsk,511,train,Høyere nivå,Leselyst,litteratur kultur 
35,B2,h0522,kvinne,russisk,512,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
34,N/A,h0523,mann,nederlandsk,554,N/A,Høyere nivå,Leselyst,litteratur kultur 
27,N/A,h0524,kvinne,nederlandsk,560,N/A,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
21,B1/B2,h0525,kvinne,russisk,630,train,Høyere nivå,Miljøvern,miljø klima 
30,B2,h0526,mann,engelsk,410,train,Høyere nivå,Leselyst,litteratur kultur 
23,B2,h0527,mann,spansk,792,train,Høyere nivå,Leselyst,litteratur kultur 
32,C1,h0528,kvinne,spansk,591,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
